phase_clean,log_enrollment,is_industry,duration_missing,is_interventional,target,nct_id
0.0,2.772588722239781,1,1,1,0,NCT03352570
1.0,3.4011973816621555,1,0,1,0,NCT02014870
0.0,3.7612001156935624,0,1,1,0,NCT05741970
0.0,2.302585092994046,1,1,0,0,NCT02468570
0.0,3.8918202981106265,0,1,1,0,NCT07193342
0.0,3.4339872044851463,0,1,1,0,NCT03526770
2.0,3.332204510175204,0,1,1,0,NCT03698370
0.0,4.564348191467836,1,1,0,0,NCT04366973
3.0,3.6109179126442243,0,1,1,0,NCT01821573
3.0,5.575949103146316,1,1,1,0,NCT01258673
2.0,3.970291913552122,1,1,1,0,NCT01661673
0.0,3.044522437723423,1,1,1,0,NCT02825173
0.0,3.044522437723423,0,0,0,0,NCT02623673
1.0,5.402677381872279,0,1,1,0,NCT03651869
0.0,3.5553480614894135,0,1,0,0,NCT05085769
0.0,2.1972245773362196,0,1,0,0,NCT04914169
0.0,3.6375861597263857,0,1,0,0,NCT01734369
2.0,4.143134726391533,0,0,1,0,NCT00439673
0.0,4.875197323201151,0,1,1,0,NCT03841669
0.0,4.394449154672439,0,1,0,0,NCT05396469
2.0,3.713572066704308,0,1,1,0,NCT00514969
0.0,3.044522437723423,0,1,1,0,NCT03105869
0.0,3.258096538021482,0,1,1,0,NCT03840369
1.0,4.394449154672439,1,0,1,0,NCT01808469
0.0,4.844187086458591,0,1,1,0,NCT06942169
4.0,4.143134726391533,0,1,1,0,NCT02999269
0.0,4.110873864173311,0,0,1,0,NCT01718769
3.0,5.545177444479562,0,1,1,0,NCT04726969
0.0,2.3978952727983707,1,1,1,0,NCT04985383
0.0,3.713572066704308,0,1,0,0,NCT03738683
0.0,5.25227342804663,0,0,0,0,NCT02486783
0.0,2.9444389791664403,0,0,1,0,NCT01901783
0.0,4.51085950651685,0,1,1,0,NCT07031583
2.0,4.804021044733257,1,1,1,0,NCT03578783
0.0,2.772588722239781,0,1,1,0,NCT05270083
0.0,5.342334251964811,0,0,1,0,NCT01259141
0.0,4.564348191467836,0,1,1,0,NCT02217241
2.0,5.2832037287379885,1,0,1,0,NCT00502541
0.0,3.6109179126442243,1,0,0,0,NCT00338741
3.0,5.916202062607435,1,1,1,0,NCT01603641
0.0,2.772588722239781,0,0,1,0,NCT02739841
2.0,3.828641396489095,0,0,1,0,NCT01487954
0.0,3.713572066704308,1,1,1,0,NCT00002054
0.0,4.990432586778736,0,0,1,0,NCT01151254
0.0,4.127134385045092,0,1,1,0,NCT06539754
0.0,3.6375861597263857,0,0,1,0,NCT01831154
3.0,6.824373670043086,1,1,1,0,NCT03439254
0.0,3.2188758248682006,0,0,1,0,NCT03219905
4.0,3.9318256327243257,1,1,1,0,NCT00818805
2.0,1.791759469228055,0,1,1,0,NCT03099005
2.0,5.087596335232384,1,1,1,0,NCT04709705
0.0,4.174387269895637,1,1,1,0,NCT04504305
0.0,5.662960480135946,1,1,0,0,NCT03836105
0.0,3.044522437723423,0,1,0,0,NCT03953105
0.0,3.6888794541139363,0,1,1,0,NCT05764005
2.0,3.784189633918261,0,0,1,0,NCT00263705
0.0,6.951772164398911,0,0,1,0,NCT01691105
0.0,3.713572066704308,1,1,1,0,NCT04895605
0.0,4.143134726391533,0,0,0,0,NCT01175005
3.0,5.087596335232384,1,1,1,0,NCT01833494
0.0,2.5649493574615367,0,1,1,0,NCT01540994
1.0,4.394449154672439,1,0,1,0,NCT02187094
0.0,2.0794415416798357,0,1,1,0,NCT03461094
4.0,4.07753744390572,0,0,1,0,NCT00798694
2.0,5.214935757608986,1,1,1,0,NCT01521494
4.0,3.713572066704308,0,0,1,0,NCT01070394
0.0,3.1780538303479458,0,1,0,0,NCT03451994
1.0,4.61512051684126,0,0,1,0,NCT00589394
0.0,4.605170185988092,1,1,1,0,NCT00289094
0.0,3.295836866004329,0,1,1,0,NCT03568994
0.0,5.303304908059076,0,1,1,0,NCT06989294
0.0,4.890349128221754,0,1,1,0,NCT03808194
0.0,3.9318256327243257,1,1,1,0,NCT03429894
0.0,4.795790545596741,0,0,1,0,NCT01713166
2.0,3.828641396489095,0,1,1,0,NCT03487666
0.0,3.9318256327243257,1,0,0,0,NCT01485666
3.0,5.159055299214529,1,0,1,0,NCT00480766
3.0,6.2166061010848646,0,0,1,0,NCT01502566
2.0,4.2626798770413155,0,0,1,0,NCT00206466
1.0,2.772588722239781,1,0,1,0,NCT01967966
0.0,5.4680601411351315,0,1,0,0,NCT04314466
0.0,4.51085950651685,0,0,1,0,NCT01156766
4.0,5.2832037287379885,0,1,1,0,NCT04952766
0.0,4.219507705176107,0,1,1,0,NCT03734666
0.0,4.795790545596741,0,1,1,0,NCT05369156
0.0,3.9889840465642745,0,1,1,0,NCT02370056
3.0,5.655991810819852,1,0,1,0,NCT02440022
0.0,6.240275845170769,0,0,1,0,NCT01855022
0.0,3.091042453358316,0,0,1,0,NCT02451722
3.0,5.976350909297934,1,1,1,0,NCT00111722
0.0,4.795790545596741,0,0,1,0,NCT00332722
0.0,4.290459441148391,0,0,1,0,NCT02884622
1.0,3.828641396489095,1,1,1,0,NCT04471922
0.0,4.8283137373023015,0,1,1,0,NCT06631651
0.0,3.295836866004329,0,1,0,0,NCT05039151
0.0,5.860786223465865,0,0,0,0,NCT00118651
0.0,4.795790545596741,0,1,1,0,NCT07073651
0.0,3.7612001156935624,0,1,1,0,NCT05618951
2.0,3.6109179126442243,0,0,1,0,NCT02363751
0.0,4.110873864173311,0,1,1,0,NCT04532151
0.0,7.7279755421055585,0,1,0,0,NCT06410729
3.0,4.51085950651685,0,1,1,0,NCT03588429
0.0,4.976733742420574,0,1,0,0,NCT00498329
0.0,4.110873864173311,0,1,1,0,NCT04295629
0.0,3.1354942159291497,0,1,1,0,NCT05639829
0.0,3.8501476017100584,0,1,0,0,NCT02285829
0.0,3.4339872044851463,0,0,1,0,NCT00250029
0.0,4.110873864173311,1,1,0,0,NCT04194229
2.0,6.180016653652572,1,1,1,0,NCT03901729
0.0,6.90875477931522,0,0,0,0,NCT00705731
0.0,5.517452896464707,0,1,1,0,NCT03232931
0.0,4.110873864173311,1,1,1,0,NCT06975631
4.0,3.367295829986474,0,1,1,0,NCT07183631
0.0,7.089243155027514,0,1,0,0,NCT04613531
4.0,3.5553480614894135,0,0,1,0,NCT02519231
3.0,7.003065458786462,1,0,1,0,NCT00398931
2.0,3.4657359027997265,1,1,1,0,NCT02290431
0.0,5.8377304471659395,0,1,1,0,NCT02395731
0.0,6.066108090103747,0,1,1,0,NCT02779231
0.0,3.6375861597263857,0,1,0,0,NCT04139031
0.0,4.442651256490317,0,0,1,0,NCT02523131
4.0,6.42648845745769,1,0,1,0,NCT01685931
1.0,3.258096538021482,1,0,1,0,NCT02169531
2.0,0.0,0,0,1,0,NCT00000202
1.0,2.9444389791664403,1,1,1,0,NCT03292302
0.0,4.465908118654584,0,1,1,0,NCT05957302
0.0,3.828641396489095,0,0,1,0,NCT00167102
1.0,3.295836866004329,1,0,1,0,NCT02965053
1.0,2.3978952727983707,1,1,1,0,NCT02551653
0.0,4.948759890378168,0,1,1,0,NCT04673253
0.0,4.634728988229636,0,1,0,0,NCT04861753
3.0,5.337538079701318,0,0,1,0,NCT00297453
0.0,3.9318256327243257,0,0,1,0,NCT02217553
0.0,3.4965075614664802,0,1,1,0,NCT04541953
0.0,5.407171771460119,1,1,0,0,NCT05734053
0.0,7.67368812926773,0,1,1,0,NCT03995953
0.0,4.795790545596741,0,0,1,0,NCT02616653
1.0,3.4339872044851463,1,1,1,0,NCT03880253
0.0,3.367295829986474,0,1,1,0,NCT02439437
0.0,3.5263605246161616,0,1,1,0,NCT03727737
1.0,3.4657359027997265,1,1,1,0,NCT02474537
1.0,4.2626798770413155,0,0,1,0,NCT00048737
0.0,4.543294782270004,1,1,1,0,NCT05109637
3.0,4.90527477843843,1,0,1,0,NCT02432937
0.0,1.9459101490553132,0,0,0,0,NCT00421837
4.0,4.418840607796598,1,0,1,0,NCT00479037
1.0,3.332204510175204,1,1,1,0,NCT04233437
0.0,3.713572066704308,0,1,0,0,NCT03935737
0.0,5.993961427306569,0,1,0,0,NCT02494037
0.0,4.867534450455582,0,1,0,0,NCT04197037
0.0,4.795790545596741,0,0,1,0,NCT01109745
4.0,3.7612001156935624,0,0,1,0,NCT01402245
1.0,2.70805020110221,0,1,1,0,NCT04730245
0.0,4.110873864173311,0,1,1,0,NCT03406845
0.0,2.70805020110221,0,1,1,0,NCT05269745
2.0,5.8377304471659395,1,1,1,0,NCT01632345
3.0,5.438079308923196,1,1,1,0,NCT03189745
0.0,1.791759469228055,0,0,0,0,NCT02335645
0.0,0.6931471805599453,0,1,1,0,NCT05819372
0.0,4.983606621708336,1,1,0,0,NCT03497572
0.0,5.583496308781699,0,1,1,0,NCT04055272
2.0,5.655991810819852,1,1,1,0,NCT02213172
0.0,4.795790545596741,0,0,0,0,NCT02568072
0.0,4.795790545596741,0,0,1,0,NCT02084472
0.0,6.396929655216146,0,1,1,0,NCT02465372
0.0,3.4011973816621555,1,0,1,0,NCT00950872
0.0,5.973809611869261,0,0,0,0,NCT06744972
0.0,4.51085950651685,0,1,1,0,NCT05237895
0.0,3.6375861597263857,0,1,1,0,NCT04568395
1.0,3.9889840465642745,0,1,1,0,NCT01967095
0.0,6.595780513961311,0,0,1,0,NCT01098695
2.0,4.454347296253507,0,1,1,0,NCT01136395
1.0,2.9444389791664403,1,1,1,0,NCT04908995
1.0,2.3978952727983707,1,1,1,0,NCT01857895
2.0,3.2188758248682006,0,0,1,0,NCT01678495
3.0,3.713572066704308,1,1,1,0,NCT00005995
0.0,4.8283137373023015,0,1,1,0,NCT03419195
2.0,3.713572066704308,0,0,1,0,NCT00000395
0.0,3.4339872044851463,0,1,1,0,NCT06661395
0.0,5.442417710521793,0,1,1,0,NCT01834495
0.0,3.1354942159291497,0,1,1,0,NCT05256095
1.0,3.6109179126442243,1,0,1,0,NCT00652795
0.0,3.58351893845611,0,1,1,0,NCT06951295
4.0,5.093750200806762,1,0,1,0,NCT01198795
0.0,4.574710978503383,0,1,1,0,NCT06614439
3.0,3.6888794541139363,1,1,1,0,NCT05239039
0.0,6.516193076042964,0,1,1,0,NCT02512939
4.0,6.318968113746434,0,1,1,0,NCT04884139
0.0,4.04305126783455,0,1,1,0,NCT06587139
0.0,7.4570320891223805,1,1,0,0,NCT03090139
0.0,4.110873864173311,0,1,1,0,NCT03464539
2.0,4.248495242049359,0,0,1,0,NCT00338039
0.0,4.330733340286331,0,1,1,0,NCT03317977
0.0,4.394449154672439,0,0,0,0,NCT02987777
3.0,4.02535169073515,1,0,1,0,NCT00610077
4.0,3.2188758248682006,1,0,1,0,NCT01582477
1.0,4.0943445622221,0,1,1,0,NCT05342077
0.0,4.143134726391533,0,1,1,0,NCT02688777
4.0,4.997212273764115,0,1,1,0,NCT02085577
0.0,6.838405200847344,0,0,1,0,NCT02202577
3.0,5.049856007249537,0,1,1,0,NCT00909077
0.0,4.51085950651685,0,1,1,0,NCT06547177
0.0,3.713572066704308,0,0,1,0,NCT01171677
0.0,4.060443010546419,0,1,1,0,NCT03808675
0.0,8.204945165019208,0,1,1,0,NCT03880175
0.0,2.3978952727983707,0,0,0,0,NCT01326975
4.0,3.828641396489095,0,0,1,0,NCT02819375
0.0,3.044522437723423,0,0,1,0,NCT02590575
0.0,4.59511985013459,0,1,1,0,NCT02119975
1.0,3.1780538303479458,0,0,1,0,NCT00316875
0.0,5.017279836814924,0,0,0,0,NCT02074475
0.0,3.9512437185814275,0,1,1,0,NCT05333575
4.0,4.709530201312334,0,1,1,0,NCT04392375
0.0,8.561060783392659,0,1,1,0,NCT04446975
0.0,5.056245805348308,0,1,1,0,NCT07058675
0.0,2.833213344056216,0,0,1,0,NCT02160275
0.0,3.4339872044851463,0,0,0,0,NCT02202057
0.0,8.561060783392659,0,0,0,0,NCT02839057
1.0,3.091042453358316,0,1,1,0,NCT03292757
0.0,7.034387929915503,1,1,0,0,NCT02836457
0.0,4.204692619390966,0,0,0,0,NCT02447757
0.0,3.1780538303479458,0,0,1,0,NCT02244957
2.0,5.768320995793772,1,0,1,0,NCT01437657
0.0,5.081404364984463,0,1,0,0,NCT04695288
4.0,5.736572297479192,1,0,1,0,NCT01185288
2.0,4.219507705176107,1,1,1,0,NCT03214588
0.0,5.645446897643238,1,1,1,0,NCT03145103
0.0,3.58351893845611,0,1,1,0,NCT07026903
2.0,4.276666119016055,0,1,1,0,NCT02423603
0.0,6.398594934535208,1,1,0,0,NCT03776903
1.0,4.007333185232471,1,0,1,0,NCT01573403
0.0,2.833213344056216,0,1,1,0,NCT05043727
0.0,8.517393171418904,0,1,0,0,NCT01081327
3.0,6.455198563340122,0,0,1,0,NCT00002527
0.0,4.2626798770413155,1,0,1,0,NCT00713427
0.0,4.6913478822291435,0,1,1,0,NCT04353427
0.0,4.795790545596741,0,1,0,0,NCT00001327
3.0,6.601230118728877,1,1,1,0,NCT02877927
0.0,4.418840607796598,0,1,1,0,NCT05877027
0.0,5.303304908059076,0,0,1,0,NCT00245427
0.0,3.4339872044851463,0,0,0,0,NCT02632227
0.0,3.4011973816621555,0,1,1,0,NCT06595927
3.0,5.5254529391317835,1,1,1,0,NCT00024427
4.0,5.303304908059076,0,0,1,0,NCT00509327
0.0,4.727387818712341,0,1,0,0,NCT05237427
2.0,3.6375861597263857,0,1,1,0,NCT02411227
1.0,2.0794415416798357,1,0,1,0,NCT00255827
0.0,3.258096538021482,0,0,0,0,NCT00660127
0.0,2.302585092994046,0,1,0,0,NCT06322927
0.0,4.406719247264253,0,1,1,0,NCT03784027
0.0,6.2166061010848646,0,1,0,0,NCT06365827
0.0,5.017279836814924,0,1,0,0,NCT06519227
1.0,5.303304908059076,1,0,1,0,NCT00682461
3.0,4.418840607796598,0,1,1,0,NCT00006461
0.0,5.198497031265826,0,1,1,0,NCT05808361
0.0,3.7376696182833684,0,1,0,0,NCT03521661
4.0,2.3978952727983707,0,1,1,0,NCT03160261
3.0,5.948034989180646,0,1,1,0,NCT00007761
0.0,4.110873864173311,0,1,1,0,NCT05554861
1.0,4.07753744390572,0,1,1,0,NCT03751761
0.0,3.8066624897703196,0,0,1,0,NCT00704561
1.0,3.258096538021482,1,0,1,0,NCT02564861
1.0,3.4339872044851463,0,0,1,0,NCT01055561
1.0,2.3978952727983707,1,1,1,0,NCT03344861
0.0,5.337538079701318,0,0,1,0,NCT02466061
0.0,5.303304908059076,0,0,1,0,NCT01214161
0.0,3.258096538021482,0,0,1,0,NCT00922961
1.0,4.394449154672439,1,1,1,0,NCT01018342
0.0,1.791759469228055,0,1,1,0,NCT04858542
0.0,3.5553480614894135,0,1,1,0,NCT05037942
0.0,5.726847747587197,1,1,1,0,NCT04671342
2.0,2.4849066497880004,0,0,1,0,NCT01798342
0.0,2.6390573296152584,0,1,0,0,NCT05112042
0.0,7.208600337960199,0,1,1,0,NCT03932942
2.0,4.634728988229636,1,1,1,0,NCT04493242
1.0,3.828641396489095,1,1,1,0,NCT03087942
1.0,3.4339872044851463,1,0,1,0,NCT02253342
0.0,3.258096538021482,0,1,1,0,NCT04305886
0.0,4.110873864173311,0,1,1,0,NCT06101186
3.0,6.86484777797086,1,1,1,0,NCT04157686
1.0,4.204692619390966,1,1,1,0,NCT02459886
0.0,6.0063531596017325,0,1,1,0,NCT03824886
0.0,4.04305126783455,0,1,1,0,NCT05811286
2.0,4.61512051684126,0,0,1,0,NCT00543686
2.0,3.044522437723423,0,1,1,0,NCT03476486
0.0,4.553876891600541,0,0,1,0,NCT01886586
0.0,6.8501261661455,1,1,0,0,NCT03506386
3.0,4.61512051684126,0,0,1,0,NCT01809886
0.0,3.713572066704308,0,1,1,0,NCT01324986
0.0,2.4849066497880004,0,0,1,0,NCT00971386
4.0,5.0689042022202315,0,1,1,0,NCT07268586
0.0,5.288267030694535,0,0,1,0,NCT02528370
0.0,3.58351893845611,0,0,1,0,NCT01701570
2.0,4.31748811353631,1,0,1,0,NCT00874770
0.0,4.31748811353631,0,0,1,0,NCT00681070
2.0,4.3694478524670215,0,0,1,0,NCT02853370
1.0,3.044522437723423,0,1,1,0,NCT00018070
0.0,2.5649493574615367,0,1,1,0,NCT04020770
0.0,3.4339872044851463,0,1,1,0,NCT04833270
1.0,2.302585092994046,1,1,1,0,NCT07127770
0.0,5.2832037287379885,0,0,0,0,NCT02872870
0.0,3.6109179126442243,0,0,0,0,NCT02237170
0.0,4.709530201312334,0,1,1,0,NCT07478042
0.0,6.089044875446846,1,0,0,0,NCT00984373
1.0,4.290459441148391,1,1,1,0,NCT06101173
0.0,6.546785410760524,0,1,1,0,NCT05141773
0.0,3.6109179126442243,0,1,1,0,NCT05074173
0.0,4.110873864173311,0,1,1,0,NCT05104073
1.0,2.3978952727983707,1,0,1,0,NCT01356173
0.0,3.8501476017100584,0,0,1,0,NCT02068573
0.0,3.713572066704308,0,1,1,0,NCT04337073
0.0,5.241747015059643,0,1,0,0,NCT04769973
0.0,4.61512051684126,0,1,1,0,NCT06129773
0.0,2.5649493574615367,0,1,1,0,NCT06363669
2.0,4.382026634673881,1,0,1,0,NCT02124473
2.0,4.23410650459726,1,0,1,0,NCT00191269
0.0,3.4339872044851463,0,1,1,0,NCT05647369
1.0,3.828641396489095,1,1,1,0,NCT02814669
0.0,5.886104031450156,0,1,0,0,NCT04503369
0.0,3.091042453358316,1,1,1,0,NCT07074769
2.0,3.713572066704308,0,1,1,0,NCT00004669
0.0,6.068425588244111,0,1,1,0,NCT03564769
2.0,5.572154032177765,1,1,1,0,NCT00137969
0.0,5.2832037287379885,0,1,1,0,NCT03582683
0.0,5.54907608489522,0,1,1,0,NCT04592783
0.0,5.365976015021851,0,1,1,0,NCT05541783
2.0,4.007333185232471,0,0,1,0,NCT00073983
0.0,3.871201010907891,0,0,0,0,NCT00783783
0.0,4.499809670330265,0,1,1,0,NCT05842083
0.0,4.343805421853684,0,0,1,0,NCT02045641
4.0,4.897839799950911,0,0,1,0,NCT01994941
2.0,4.61512051684126,0,1,1,0,NCT02745041
1.0,2.302585092994046,1,1,1,0,NCT02058641
0.0,4.672828834461906,0,0,0,0,NCT02512341
1.0,3.5553480614894135,1,0,1,0,NCT00966641
0.0,8.561060783392659,1,0,0,0,NCT02446041
0.0,3.7612001156935624,0,0,1,0,NCT02499341
1.0,5.017279836814924,1,0,1,0,NCT00037141
0.0,4.143134726391533,0,1,1,0,NCT05165641
0.0,5.389071729816501,0,1,1,0,NCT05417841
0.0,1.6094379124341003,0,0,1,0,NCT01194141
0.0,3.4965075614664802,0,1,1,0,NCT04778241
0.0,5.707110264748875,0,0,0,0,NCT00915941
0.0,8.561060783392659,1,0,0,0,NCT01177241
0.0,2.833213344056216,1,1,1,0,NCT03242941
1.0,3.6888794541139363,1,1,1,0,NCT04862741
0.0,6.80903930604298,0,1,0,0,NCT02868541
0.0,8.070906088787819,0,0,1,0,NCT00479141
2.0,4.795790545596741,1,0,1,0,NCT00525954
0.0,8.561060783392659,0,0,1,0,NCT00814554
3.0,5.438079308923196,1,0,1,0,NCT00096473
0.0,4.007333185232471,0,1,1,0,NCT06994273
1.0,2.8903717578961645,0,1,1,0,NCT03797573
0.0,5.303304908059076,0,1,1,0,NCT05035173
0.0,8.015987811027237,0,1,1,0,NCT02909673
1.0,3.2188758248682006,1,1,1,0,NCT04877769
0.0,5.5254529391317835,1,1,1,0,NCT05987969
0.0,3.7612001156935624,0,1,1,0,NCT04034069
3.0,4.61512051684126,0,0,1,0,NCT02050269
0.0,4.31748811353631,0,1,1,0,NCT05474469
3.0,5.293304824724492,1,0,1,0,NCT01696305
1.0,2.1972245773362196,1,0,1,0,NCT01051505
4.0,3.8501476017100584,0,1,1,0,NCT03008005
0.0,6.456769655572163,0,1,0,0,NCT03565705
1.0,3.4339872044851463,0,0,1,0,NCT00003105
0.0,5.68697535633982,1,0,0,0,NCT00725205
0.0,4.77912349311153,0,1,1,0,NCT04948294
1.0,3.8918202981106265,1,1,1,0,NCT04268394
0.0,8.438799123988225,0,0,1,0,NCT00495794
0.0,4.5217885770490405,0,0,1,0,NCT02081794
0.0,1.9459101490553132,0,1,1,0,NCT03158194
0.0,3.7612001156935624,0,1,1,0,NCT05548894
0.0,3.091042453358316,0,0,1,0,NCT01000194
2.0,3.044522437723423,0,0,1,0,NCT00743366
0.0,3.6375861597263857,0,0,1,0,NCT00526266
0.0,4.23410650459726,0,1,1,0,NCT07258966
0.0,3.9318256327243257,0,1,1,0,NCT07447466
0.0,6.2166061010848646,0,1,0,0,NCT07005466
0.0,6.251903883165888,0,1,1,0,NCT03212066
1.0,4.672828834461906,1,1,1,0,NCT01345266
0.0,5.53338948872752,1,1,1,0,NCT06237166
0.0,4.418840607796598,0,1,1,0,NCT00775866
4.0,3.2188758248682006,1,1,1,0,NCT03309566
3.0,5.978885764901122,0,1,1,0,NCT04140266
3.0,6.148468295917647,1,1,1,0,NCT05360966
4.0,4.04305126783455,0,0,1,0,NCT01596166
0.0,5.961005339623274,0,0,0,0,NCT01978756
1.0,3.258096538021482,0,1,1,0,NCT00001056
0.0,3.4339872044851463,0,1,1,0,NCT06727656
0.0,3.58351893845611,0,1,1,0,NCT04868656
0.0,5.043425116919247,0,1,1,0,NCT05518656
0.0,4.343805421853684,0,0,1,0,NCT01456156
0.0,4.04305126783455,0,0,1,0,NCT01547156
0.0,4.795790545596741,0,1,1,0,NCT06515756
0.0,4.110873864173311,0,0,1,0,NCT02038556
0.0,2.772588722239781,0,1,1,0,NCT04238156
2.0,3.044522437723423,1,0,1,0,NCT01895322
0.0,7.793586803371584,0,1,1,0,NCT03754322
1.0,3.367295829986474,1,1,1,0,NCT02839122
0.0,6.9726062513017535,1,1,1,0,NCT04969822
1.0,2.8903717578961645,0,1,1,0,NCT02575222
